decision,notes,already_on_site,name,rating,reviews,price,cuisine,category,suggested_types,flag,address,postal_code,opening_hours,phone,website,maps_url,suggested_id,price_band,lat,lng,place_id
,,,Margherita Pizzeria & Trattoria,4.5,1534,$$,Italian,Italian Restaurant,restaurant,,"Lai 2, 10133 Tallinn",10133,Mon 12:00-22:30; Tue 12:00-22:30; Wed 12:00-22:30; Thu 12:00-22:30; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-22:30,+372 601 0575,https://margherita.ee/,https://maps.google.com/?cid=17008306659810486127,margherita-pizzeria-trattoria,2,59.438038,24.743192,ChIJE3ylW9aTkkYRbyfqEMukCew
,,,Gallery Cafe,4.5,1251,$$,,Brunch Restaurant,restaurant,,"Vana jahuladu, Rotermanni tn 6, 10111 Tallinn",10111,Mon 08:30-19:00; Tue 08:30-19:00; Wed 08:30-19:00; Thu 08:30-19:00; Fri 08:30-19:00; Sat 09:30-20:00; Sun 09:30-20:00,+372 5353 3123,https://gallerycafe.ee/,https://maps.google.com/?cid=9011278908154062499,gallery-cafe,2,59.438628,24.757108,ChIJheJcPImTkkYRoyZ-VGx-Dn0
,,,Gourmet Coffee,4.5,1099,$$,,Restaurant,restaurant,,"L. Koidula tn 13a, 10125 Tallinn",10125,Mon 08:30-22:00; Tue 08:30-22:00; Wed 08:30-22:00; Thu 08:30-22:00; Fri 08:30-22:00; Sat 09:00-22:00; Sun 09:00-22:00,+372 5300 1042,http://gourmetcoffee.ee/,https://maps.google.com/?cid=2539522829547875686,gourmet-coffee,2,59.437784,24.782918,ChIJcQIweVCTkkYRZi0y-o4yPiM
,,,Frenchy Bistro,4.5,1084,$$,French,French Restaurant,restaurant,,"Telliskivi tn 60a, 10412 Tallinn",10412,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun closed,+372 5604 8262,https://frenchybistro.wixsite.com/mysite,https://maps.google.com/?cid=18239661449511760789,frenchy-bistro,2,59.438307,24.729217,ChIJE74t8H2TkkYRlfOIUXNLIP0
,,,Osteria il Cru,4.5,1067,$$,Italian,Restaurant,restaurant,,"Viru 8, 10140 Tallinn",10140,Mon 13:00-23:00; Tue 13:00-23:00; Wed 13:00-21:00; Thu 13:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun 12:00-22:00,+372 614 0085,http://www.crurestoran.com/,https://maps.google.com/?cid=17238361353585070190,osteria-il-cru,2,59.436768,24.747456,ChIJl1pSk2GTkkYRbpBCflH2Ou8
,,,Restoran Armudu,4.5,1057,$$,Middle Eastern,Restaurant,restaurant,,"Lootsi tn 14, 10151 Tallinn",10151,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-00:00; Sat 11:00-00:00; Sun 11:00-23:00,+372 661 1422,https://www.restoranarmudu.ee/et,https://maps.google.com/?cid=4595960570277092787,restoran-armudu,2,59.442238,24.764743,ChIJo2r5t3WTkkYRs10RyckhyD8
,,,Elevant resto,4.5,1028,$$,Indian,Indian Restaurant,restaurant; asian,,"Õpetajate Maja, Vene tn 5, 10123 Tallinn",10123,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun 12:00-22:00,+372 631 3132,http://www.elevant.ee/,https://maps.google.com/?cid=740461192160260603,elevant-resto,2,59.437380,24.746770,ChIJO0fGI2KTkkYR-7Gs-IelRgo
,,,Restaurant Nok Nok,4.5,1012,$$,Thai,Thai Restaurant,restaurant; asian,,"Vana-Posti tn 7, 10146 Tallinn",10146,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun closed,+372 5333 1744,http://www.noknok.ee/,https://maps.google.com/?cid=4378241804621588600,restaurant-nok-nok,2,59.435455,24.745383,ChIJby7X_Z2UkkYReCg8cbmjwjw
,,,LITERAAT | Telliskivi Rahva Raamat,4.5,1001,$$,,Restaurant,restaurant,,"Telliskivi tn 60-2 I-Hoone, 10412 Tallinn",10412,Mon 09:00-22:00; Tue 09:00-22:00; Wed 09:00-22:00; Thu 09:00-22:00; Fri 09:00-23:00; Sat 11:00-22:00; Sun closed,+372 615 0544,https://literaat.ee/resto/,https://maps.google.com/?cid=16259623909702437422,literaat-telliskivi-rahva-raamat,2,59.439866,24.733602,ChIJ5awqC5iTkkYRLgpDd8zJpeE
,,,Beer and Barrel,4.5,948,$$,,Restaurant,restaurant,,"Sauna tn 10, 10140 Tallinn",10140,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-02:00; Sat 12:00-02:00; Sun 12:00-23:00,+372 5554 4642,https://beerandbarrel.ee/,https://maps.google.com/?cid=2331918234926230840,beer-and-barrel,2,59.436221,24.748204,ChIJAVBmLeCTkkYROK0IlkejXCA
,,,La Prima Gonsiori,4.5,910,$$,Pizza,Pizza Restaurant,restaurant,,"Gonsiori tn 31, 10147 Tallinn",10147,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-23:00,+372 5386 4615,,https://maps.google.com/?cid=11528377427661620958,la-prima-gonsiori,2,59.433782,24.773873,ChIJn3d514iTkkYR3gZnxDAG_Z8
,,,ISSEI Tallinn - Rooftop Restaurant & Sky Bar,4.5,902,,,Restaurant,restaurant,,"Rävala Street 3, 10143 Tallinn",10143,Mon 17:00-00:00; Tue 17:00-00:00; Wed 17:00-00:00; Thu 17:00-00:00; Fri 17:00-02:00; Sat 17:00-02:00; Sun 17:00-00:00,+372 682 3025,https://isseitallinn.ee/,https://maps.google.com/?cid=1854748574350951972,issei-tallinn-rooftop-restaurant-sky-bar,,59.433696,24.757751,ChIJkSINCsKTkkYRJMbZYQBkvRk
,,,Pannkoogimaja,4.5,884,$$,,Cafeteria,coffee,,"Tondi tn 17, 11316 Tallinn",11316,Mon 09:00-20:00; Tue 09:00-20:00; Wed 09:00-20:00; Thu 09:00-20:00; Fri 09:00-20:00; Sat 09:00-18:00; Sun 09:00-18:00,+372 5380 7707,http://pannkook.ee/,https://maps.google.com/?cid=6306028667787704912,pannkoogimaja,2,59.412566,24.735902,ChIJy4otDcCUkkYRUHrqnqmDg1c
,,,Café Boulevard,4.5,844,$$,,Coffee Shop,coffee,,"Radisson Blu Hotel Olumpia, Liivalaia tn 33, 10118 Tallinn",10118,Mon 07:00-19:00; Tue 07:00-19:00; Wed 07:00-19:00; Thu 07:00-19:00; Fri 07:00-19:00; Sat 08:00-17:00; Sun 08:00-17:00,+372 631 5890,http://www.cafeboulevard.ee/,https://maps.google.com/?cid=15814608018731876772,cafe-boulevard,2,59.430167,24.757863,ChIJP4EnAKGUkkYRpMGOIjTGeNs
,,,Rukkilill Cafe,4.5,801,$$,,Cafe,coffee,,"Kuninga 8, Kullassepa tn 13, 10146 Tallinn",10146,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-22:00,+372 5866 5826,https://www.facebook.com/Rukkilill-Kohvik-379832789280920,https://maps.google.com/?cid=11251638322451412194,rukkilill-cafe,2,59.436471,24.744906,ChIJNT6AVx6TkkYR4nTjxnDZJZw
,,,Restaurant Salt,4.5,753,$$,American,Restaurant,restaurant,,"Vase tn 14, 10125 Tallinn",10125,Mon 17:00-22:30; Tue 17:00-22:30; Wed 17:00-22:30; Thu 17:00-22:30; Fri 12:00-23:00; Sat 17:00-23:00; Sun closed,+372 518 8510,https://saltrestoran.ee/,https://maps.google.com/?cid=14412899243360650875,restaurant-salt,2,59.435098,24.773413,ChIJITprdFmTkkYRewYCwH_nBMg
,,,Scheeli Restoran,4.5,743,$$,,Restaurant,restaurant,,"Vana turg 2, 10140 Tallinn",10140,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-22:00,+372 512 3852,http://www.scheeliresto.com/,https://maps.google.com/?cid=6263712503765645497,scheeli-restoran,2,59.436594,24.746475,ChIJ360lHWKTkkYRubgf6lUt7VY
,,,New Thai Restaurant,4.5,709,$$,Thai,Thai Restaurant,restaurant; asian,,"Lastekodu tn 9, 10115 Tallinn",10115,Mon 12:00-21:00; Tue 12:00-21:00; Wed 12:00-21:00; Thu 12:00-21:00; Fri 12:00-21:00; Sat 12:00-21:00; Sun 12:00-21:00,+372 517 4338,http://newthai.ee/,https://maps.google.com/?cid=14134437127949743690,new-thai-restaurant,2,59.431090,24.766827,ChIJk9XtX6eUkkYRSnaJL66bJ8Q
,,,Restoran Trofé,4.5,615,$$,Nordic,Scandinavian Restaurant,restaurant,,"Pikk tn 29, 10133 Tallinn",10133,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 664 8803,https://www.meritonhotels.com/en/meriton-hotels/restaurant-trofe/,https://maps.google.com/?cid=6004081317405741283,restoran-trofe,2,59.438900,24.745910,ChIJI4AmtWOTkkYR41CHriXIUlM
,,,PÄRIS Pagar • Deli • Resto,4.5,607,$$,,Restaurant,restaurant,,"Maakri tn 30, 10145 Tallinn",10145,Mon 08:00-23:00; Tue 08:00-23:00; Wed 08:00-23:00; Thu 08:00-23:00; Fri 08:00-23:00; Sat 12:00-23:00; Sun 11:00-16:00,+372 5330 6003,http://www.parisresto.ee/,https://maps.google.com/?cid=9545000875308441568,paris-pagar-deli-resto,2,59.432841,24.759276,ChIJv1CbtPqVkkYR4F-NebmndoQ
,,,Akbana Indian Restaurant,4.5,564,$$,Chinese,Indian Restaurant,restaurant; asian,,"Rahumäe tee 27, 11614 Tallinn",11614,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 5389 3837,http://www.akbana.ee/,https://maps.google.com/?cid=2546070058012538585,akbana-indian-restaurant,2,59.388785,24.702823,ChIJuerd1RiVkkYR2XYYZTp1VSM
,,,Peps,4.5,561,$$,,Restaurant,restaurant,,"Kentmanni tn 6, 10116 Tallinn",10116,Mon 11:00-21:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-21:00,+372 601 1156,http://peps.ee/,https://maps.google.com/?cid=3625300381706234635,peps,2,59.431628,24.749685,ChIJ6c8mC5-UkkYRCyuwT32nTzI
,,,Järve Da Vinci Pasta ja Pizza,4.5,541,$$,Italian,Italian Restaurant,restaurant,,"Pärnu mnt. 238, 11624 Tallinn",11624,Mon 10:00-21:00; Tue 10:00-21:00; Wed 10:00-21:00; Thu 10:00-21:00; Fri 10:00-21:00; Sat 10:00-21:00; Sun 10:00-19:00,+372 603 3100,http://davincifood.ee/,https://maps.google.com/?cid=6228467305757331116,jarve-da-vinci-pasta-ja-pizza,2,59.393839,24.720009,ChIJA0TqDt-UkkYRrM7MxgP2b1Y
,,,Jaapani toit Yui Kalamaja,4.5,537,$$,Japanese,Ramen Restaurant,restaurant; asian,,"Tööstuse tn 47b, 10416 Tallinn",10416,Mon 12:00-21:00; Tue 12:00-21:00; Wed 12:00-21:00; Thu 12:00-21:00; Fri 12:00-21:00; Sat 12:00-21:00; Sun 12:00-21:00,+372 335 7766,http://www.yuiresto.ee/,https://maps.google.com/?cid=13053012148077232664,jaapani-toit-yui-kalamaja,2,59.449253,24.724689,ChIJ1U0TcGmTkkYRGIIAD2SdJbU
,,,Oda Resto,4.5,514,$$,Eastern European,Eastern European Restaurant,restaurant,,"Kalaranna tn 8-10, 10415 Tallinn",10415,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-21:00,+372 5656 2459,http://www.odaresto.ee/,https://maps.google.com/?cid=16646244129043065208,oda-resto,2,59.447613,24.747972,ChIJM2uiLJiTkkYReCkL_NZWA-c
,,,Goa Restoran kesklinn,4.5,506,$$,Thai,Indian Restaurant,restaurant; asian,,"Suur-Patarei tn 2, 10415 Tallinn",10415,Mon 11:00-22:30; Tue 11:00-22:30; Wed 11:00-22:30; Thu 11:00-22:30; Fri 11:00-22:30; Sat 11:00-22:30; Sun 12:00-22:00,+372 5780 0017,https://goarestoran.ee/,https://maps.google.com/?cid=14567021400018488243,goa-restoran-kesklinn,2,59.444768,24.747885,ChIJN2SxHWWTkkYRs4udr8h0KMo
,,,Fork,4.5,473,$,,Restaurant,restaurant; cheap-eats,,"Veerenni tn 24, 10135 Tallinn",10135,Mon 08:00-15:00; Tue 08:00-15:00; Wed 08:00-15:00; Thu 08:00-15:00; Fri 08:00-15:00; Sat closed; Sun closed,+372 5669 0749,https://www.facebook.com/FORKresto,https://maps.google.com/?cid=12564543609613866379,fork,1,59.424051,24.748605,ChIJA05L6qKUkkYRi1Xw19c5Xq4
,,,Restaurant Chedi,4.5,472,$$$,Asian,Asian Restaurant,restaurant; asian,,"Sulevimägi 1, 10123 Tallinn",10123,Mon closed; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun closed,+372 646 1676,http://chedi.ee/,https://maps.google.com/?cid=7385133486812845890,restaurant-chedi,3,59.440410,24.747945,ChIJrxCD62OTkkYRQldSNMdDfWY
,,,Restoran Bertolucci,4.5,466,$$,Italian,Italian Restaurant,restaurant,,"Vana-Kalamaja tn 28b, 10414 Tallinn",10414,Mon 17:00-23:00; Tue 17:00-23:00; Wed 17:00-23:00; Thu 17:00-23:00; Fri 17:00-23:00; Sat 17:00-23:00; Sun 15:00-21:00,+372 5683 9904,http://www.bertolucci.ee/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10153906916011954901,https://maps.google.com/?cid=11743564887608023380,restoran-bertolucci,2,59.446640,24.739531,ChIJOXH02Z-TkkYRVFmgkguG-aI
,,,Asian Fair,4.5,446,$$,Asian,Asian Restaurant,restaurant; asian,,"Tuukri põik 3, 10120 Tallinn",10120,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 13:00-22:00; Sun closed,+372 5689 7497,http://www.asianfair.ee/,https://maps.google.com/?cid=3631618191721527188,asian-fair,2,59.438906,24.769728,ChIJP2XSaVyTkkYRlHdoFYEZZjI
,,,Amijami Sushi Kesklinn,4.5,428,$$,Japanese,Sushi Restaurant,restaurant; asian,,"Ravi tn 13, 10138 Tallinn",10138,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,+372 5596 3787,https://tellimus.amijami.ee/amijami-sushi-ravi,https://maps.google.com/?cid=1623748513827041004,amijami-sushi-kesklinn,2,59.427376,24.752663,ChIJQWSlI6KUkkYR7K46m6u2iBY
,,,Kajakas,4.5,418,$$,,Restaurant,restaurant,,"Pirita tee 20a-1, 12011 Tallinn",12011,Mon 09:00-21:00; Tue 09:00-21:00; Wed 09:00-21:00; Thu 09:00-21:00; Fri 09:00-22:00; Sat 10:00-22:00; Sun 10:00-21:00,+372 5377 1990,https://kajakaspizza.ee/,https://maps.google.com/?cid=2281402910122744047,kajakas,2,59.446438,24.803768,ChIJpfP9BAiTkkYR75ho_9srqR8
,,,Matka Restaurant,4.5,412,$$,Indian,Indian Restaurant,restaurant; asian,,"küti tee 4 peetri, 75312 Tallinn",75312,Mon 10:00-21:00; Tue 10:00-21:00; Wed 10:00-21:00; Thu 10:00-21:00; Fri 10:00-22:00; Sat 11:00-22:00; Sun 12:00-21:00,+372 600 4474,http://matkarestoran.ee/,https://maps.google.com/?cid=6235659040873893978,matka-restaurant,2,59.397629,24.804824,ChIJ74OFFtyVkkYRWtC9F9yCiVY
,,,Fersen -Tallin Patkuli vaateplats,4.5,391,$$,,Restaurant,restaurant,,"Rahukohtu tn 5, 10130 Tallinn",10130,Mon 10:00-22:00; Tue 10:00-22:00; Wed 10:00-22:00; Thu 10:00-22:00; Fri 10:00-23:00; Sat 10:00-23:00; Sun 10:00-20:00,+372 660 6425,http://fersen.ee/,https://maps.google.com/?cid=2670541823775069286,fersen-tallin-patkuli-vaateplats,2,59.438325,24.741097,ChIJR_gpk2KTkkYRZtTvu6OrDyU
,,,Black Mount Pub,4.5,378,$,,Restaurant,restaurant; cheap-eats,,"A. H. Tammsaare tee 137, 12915 Tallinn",12915,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-02:00; Sat 12:00-02:00; Sun 12:00-22:00,+372 657 0455,http://www.blackmount.ee/,https://maps.google.com/?cid=1511522712620369997,black-mount-pub,1,59.408531,24.674613,ChIJ7RQR7FaUkkYRTQisE-YB-hQ
,,,Kork brasserie,4.5,356,$$,French,French Restaurant,restaurant,,"Suur-Karja tn 5, 10140 Tallinn",10140,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-22:00,+372 641 8048,http://korkbrasserie.ee/,https://maps.google.com/?cid=15179104684737863246,kork-brasserie,2,59.436177,24.746373,ChIJa2L-AmKTkkYRTp5E1kkDp9I
,,,La Pizzeria di Orm Oja,4.5,346,$$,Pizza,Pizza Restaurant,restaurant,,"Vene tn 1, 10123 Tallinn",10123,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-18:00,+372 5191 1124,https://instagram.com/lapizzeriadiormoja?igshid=YmMyMTA2M2Y=,https://maps.google.com/?cid=3028594664697311792,la-pizzeria-di-orm-oja,2,59.436956,24.746337,ChIJD3OksJSTkkYRMDLtJc26Byo
,,,Pan Y Vino,4.5,345,$$,Peruvian,Peruvian Restaurant,restaurant,,"Pikk tn 34, 10123 Tallinn",10123,Mon closed; Tue 16:00-00:00; Wed 16:00-00:00; Thu 16:00-00:00; Fri 16:00-00:00; Sat 16:00-00:00; Sun closed,+372 525 8517,https://www.panyvino.ee/,https://maps.google.com/?cid=982262224696093798,pan-y-vino,2,59.439591,24.747266,ChIJreBfm2OTkkYRZqxLA0qyoQ0
,,,Osteria del Gallo Nero,4.5,331,$$,Italian,Snack Bar,pub,,"Olevimägi 11, 10123 Tallinn",10123,Mon closed; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun closed,+372 5843 4987,http://www.osteriagallonero.com/,https://maps.google.com/?cid=6428066456648202797,osteria-del-gallo-nero,2,59.440470,24.748805,ChIJ-YqBZmKTkkYRLboejWIUNVk
,,,Kalaranna Cafe Resto,4.5,330,$$,,Restaurant,restaurant,,"Kalaranna tn 8-27, 10415 Tallinn",10415,Mon 10:00-21:00; Tue 10:00-21:00; Wed 10:00-21:00; Thu 10:00-21:00; Fri 10:00-21:00; Sat 11:00-21:00; Sun 11:00-20:00,+372 5816 1630,https://kalarannaresto.ee/,https://maps.google.com/?cid=17831730212223765549,kalaranna-cafe-resto,2,59.446394,24.747234,ChIJs0HygeeTkkYRLcwyxiYId_c
,,,Restoran Armudu Põhja-Tallinn,4.5,324,$$,Middle Eastern,Restaurant,restaurant,,"Sõle tn 14, 10611 Tallinn",10611,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,+372 5698 9838,https://www.restoranarmudu.ee/et,https://maps.google.com/?cid=59398342101362516,restoran-armudu-pohja-tallinn,2,59.434941,24.714017,ChIJwX2TFQCVkkYRVOcyOXoG0wA
,,,Koidu 82 Resto,4.5,310,$$,,Restaurant,restaurant,,"Koidu tn 82, 10139 Tallinn",10139,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-21:00,+372 600 1100,https://www.facebook.com/Koidu-82-Resto-100244982739870,https://maps.google.com/?cid=11156712054463284612,koidu-82-resto,2,59.424351,24.732327,ChIJGRyoHdCVkkYRhEWas4Ca1Jo
,,,Dzingel Buffet Restaurant,4.5,286,,,Restaurant,restaurant,,"Männiku tee 89, 11213 Tallinn",11213,Mon 07:00-21:00; Tue 07:00-21:00; Wed 07:00-21:00; Thu 07:00-21:00; Fri 07:00-21:00; Sat 07:00-21:00; Sun 07:00-21:00,+372 610 5263,https://dzingel.ee/restoran?y_source=1_MTAxMzU2MzMzMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://maps.google.com/?cid=13392140039387009511,dzingel-buffet-restaurant,,59.378278,24.718768,ChIJizreojqVkkYR59HyRWlw2rk
,,,Shaurma Fusion,4.5,280,$,Middle Eastern,Takeout Restaurant,restaurant; cheap-eats,,"E. Vilde tee 71a, 13421 Tallinn",13421,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 5757 0353,http://www.shaurmafusion.ee/,https://maps.google.com/?cid=10885696314530620096,shaurma-fusion,1,59.402798,24.688026,ChIJPZCPvP6UkkYRwGJgiB_DEZc
,,,Kuusk Hernesto,4.5,275,$,,Restaurant,restaurant; cheap-eats,,"Herne tn 6, 10135 Tallinn",10135,Mon 10:00-17:00; Tue 10:00-17:00; Wed 10:00-17:00; Thu 10:00-17:00; Fri 10:00-17:00; Sat closed; Sun closed,+372 678 0323,https://www.facebook.com/kohvikkuushernest/,https://maps.google.com/?cid=11332955422481951367,kuusk-hernesto,1,59.424656,24.750141,ChIJWRqP5aKUkkYRh6pfhOm-Rp0
,,,Pizza Wabrik Nõmme tee,4.5,269,$,Pizza,Pizza Restaurant,restaurant; cheap-eats,,"Nõmme tee 82a, 13418 Tallinn",13418,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,+372 5550 3322,http://www.pizzawabrik.ee/,https://maps.google.com/?cid=8701212143664784149,pizza-wabrik-nomme-tee,1,59.409467,24.713221,ChIJt6bf-e6UkkYRFWN0-lfqwHg
,,,Sushi Plaza IZAKAYA (Kalamaja),4.5,254,$$,Japanese,Izakaya Restaurant,restaurant; asian,,"Vana-Kalamaja tn 10, 10412 Tallinn",10412,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 12:00-23:00; Sun 12:00-22:00,+372 5300 8362,http://www.izakaya.ee/,https://maps.google.com/?cid=7666828137595475920,sushi-plaza-izakaya-kalamaja,2,59.442387,24.738550,ChIJwS5mIcyTkkYR0BdZD5ILZmo
,,,Repa Restoran Nautica,4.5,235,$$,Eastern European,Eastern European Restaurant,restaurant,,"Ahtri tn 9, 10151 Tallinn",10151,Mon 11:00-20:00; Tue 11:00-20:00; Wed 11:00-20:00; Thu 11:00-20:00; Fri 11:00-20:00; Sat 11:00-20:00; Sun 11:00-20:00,+372 600 1077,https://www.repa.ee/,https://maps.google.com/?cid=2870409411108304757,repa-restoran-nautica,2,59.442071,24.762895,ChIJ2d6673yTkkYRdXcMvSa-1Sc
,,,Tehnopol Pizzakiosk,4.5,233,$$,,Takeout Restaurant,restaurant,,"Akadeemia tee 21/6, 12618 Tallinn",12618,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-21:00; Sat 11:00-21:00; Sun 11:00-21:00,+372 5670 9757,https://www.pizzakiosk.ee/,https://maps.google.com/?cid=10035127618925529092,tehnopol-pizzakiosk,2,59.397871,24.657694,ChIJuwgroK6VkkYRBIjEqWbvQ4s
,,,Korsaar,4.5,231,$$,,Cocktail Bar,pub,,"Dunkri tn 5, 10123 Tallinn",10123,Mon closed; Tue closed; Wed closed; Thu closed; Fri closed; Sat 21:00-03:00; Sun closed,+372 5880 6631,https://beerhouse.ee/korsaar/,https://maps.google.com/?cid=7478384778515689103,korsaar,2,59.436841,24.743539,ChIJgZsdcmKTkkYRj64deVWPyGc
,,,Peetri Pizza,4.5,205,$,,Takeout Restaurant,restaurant; cheap-eats,,"Kadaka tee 66b, 12615 Tallinn",12615,Mon closed; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-21:00; Sat 11:00-21:00; Sun 11:00-21:00,+372 505 9109,http://www.peetripizza.ee/,https://maps.google.com/?cid=9024846114919000153,peetri-pizza,1,59.409153,24.661258,ChIJGcZuBlKUkkYRWahP0LmxPn0
,,,FUME Restoran,4.5,201,,European,Restaurant,restaurant,,"Ahtri 6, 10117 Tallinn",10117,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun 12:00-23:00,+372 5558 9880,https://fumeresto.ee/,https://maps.google.com/?cid=14983462092546061725,fume-restoran,,59.440045,24.757440,ChIJMcfu-ueTkkYRnTW9K2Pz788
,,,Dawat kebab restaurant,4.5,181,$,,Restaurant,restaurant; cheap-eats,,"Narva mnt 31, 10120 Tallinn",10120,Mon 11:30-02:00; Tue 11:30-02:00; Wed 11:30-02:00; Thu 11:30-03:00; Fri 11:30-03:00; Sat 11:30-03:00; Sun 11:30-02:00,+372 5461 3077,,https://maps.google.com/?cid=15376066541675383066,dawat-kebab-restaurant,1,59.439007,24.773935,ChIJk1WdcQCTkkYRGolUww3DYtU
,,,Sailors Home Cafe,4.5,178,$$,Italian,Cafe,coffee,,"Purje tn 8, 11911 Tallinn",11911,Mon 09:30-19:00; Tue 09:30-19:00; Wed 09:30-19:00; Thu 09:30-19:00; Fri 09:30-19:00; Sat 09:30-19:00; Sun 09:30-18:00,+372 5662 7447,http://www.sailorshome.ee/,https://maps.google.com/?cid=5330910549610930489,sailors-home-cafe,2,59.466899,24.825380,ChIJi5SVJiqTkkYROSHxhuYy-0k
,,,Zaiqa restaurant & takeaway,4.5,173,$,Turkish,Turkish Restaurant,restaurant; cheap-eats,,"Väike-Karja tn 1, 10140 Tallinn",10140,Mon 19:00-06:00; Tue 19:00-06:00; Wed 19:00-11:00; Thu 19:00-11:00; Fri 19:00-11:00; Sat 19:00-11:00; Sun 19:00-06:00,+372 5699 0407,https://wolt.com/et/est/tallinn/restaurant/zaiqatln,https://maps.google.com/?cid=186219924690368877,zaiqa-restaurant-takeaway,1,59.435949,24.746879,ChIJSbUe7JWTkkYRbflE7QiWlQI
,,,Burger&kebab Good Time,4.5,165,$,,Fast Food Restaurant,restaurant; cheap-eats,,"Aia 7a, 10111 Tallinn",10111,Mon 12:00-02:00; Tue 12:00-02:00; Wed 12:00-02:00; Thu 12:00-02:00; Fri 12:00-02:00; Sat 12:00-02:00; Sun 12:00-02:00,+372 5355 5706,,https://maps.google.com/?cid=17206846279716795341,burger-kebab-good-time,1,59.438588,24.750950,ChIJY8FtCACTkkYRzXNFj4b_yu4
