name,category,cuisine,rating,reviews,price,status,address,postal_code,city,phone,website,opening_hours,tags,latitude,longitude,maps_url,place_id
Restaurant Friends Kristiine,Indian Restaurant,Indian,4.7,216,$$,Open,Mustamäe tee 5,10616,Tallinn,+372 521 5864,http://www.kristiine.restoranfriends.ee/,Mon 11:00-22:30; Tue 11:00-22:30; Wed 11:00-22:30; Thu 11:00-22:30; Fri 11:00-22:30; Sat 11:00-22:30; Sun 11:00-22:30,Indian Restaurant,59.426367,24.703752,https://maps.google.com/?cid=7107073533250734993,ChIJ1Yfe-omUkkYRkYv9PblloWI
UDU restoran,Restaurant,,4.7,202,$$,Open,Kai tn 4,10111,Tallinn,+372 5360 7889,https://reservation.uduresto.ee/,Mon 11:30-21:00; Tue 11:30-22:00; Wed 11:30-22:00; Thu 11:30-22:00; Fri 11:30-23:00; Sat 12:00-23:00; Sun 12:00-21:00,,59.442637,24.755023,https://maps.google.com/?cid=9587597335455004230,ChIJxxi3XxeTkkYRRvZGtfr8DYU
CHOOYU Asian Restaurant,Restaurant,,4.7,197,$$,Open,Katusepapi tn 4-1,11412,Tallinn,+372 671 9077,http://chooyu.ee/,Mon 10:00-22:00; Tue 10:00-22:00; Wed 10:00-22:00; Thu 10:00-22:00; Fri 10:00-22:00; Sat 10:00-22:00; Sun 10:00-22:00,,59.427550,24.782859,https://maps.google.com/?cid=14096738243936813976,ChIJ4ZPNnxqVkkYRmIOEwb6socM
VESTA,Restaurant,,4.7,192,$$,Open,Tööstuse tn 88,10416,Tallinn,+372 5353 3576,http://www.vestavesta.ee/,Mon closed; Tue 17:00-23:00; Wed 17:00-23:00; Thu 17:00-23:00; Fri 17:00-00:00; Sat 17:00-00:00; Sun closed,,59.454133,24.707203,https://maps.google.com/?cid=18111925966893317275,ChIJZUwQYwCTkkYRm3zZrrR8Wvs
The Gurkha’s Kitchen 🇳🇵,Restaurant,,4.7,190,$$,Open,Tartu mnt 13,10145,Tallinn,+372 5786 9021,,Mon 11:30-22:00; Tue 11:30-22:00; Wed 11:30-22:00; Thu 11:30-22:00; Fri 11:30-22:00; Sat 12:00-22:00; Sun 12:00-22:00,,59.434574,24.760775,https://maps.google.com/?cid=5171906010601678925,ChIJu8xXXGftkkYRTeieXR1Nxkc
Panoramic N5 Eesti Degustation Restaurant,Restaurant,,4.7,180,$$,Open,Raekoja plats 5,10146,Tallinn,+372 5668 6518,,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-00:00; Fri 11:00-01:00; Sat 10:00-01:00; Sun 11:00-00:00,,59.437193,24.744270,https://maps.google.com/?cid=3642354965537417733,ChIJz0_LQOiTkkYRBeq8Cos-jDI
Pelm Restoran Ülemiste,Russian Restaurant,Russian,4.7,176,$$,Open,Suur-Sõjamäe tn 4,11415,Tallinn,+372 600 1018,https://www.pelm.ee/,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-21:00; Sat 11:00-21:00; Sun 11:00-19:00,Russian Restaurant; Eastern European Restaurant; European Restaurant,59.421907,24.794422,https://maps.google.com/?cid=12341591356344283837,ChIJcYDmyivrkkYRvbLuNfMjRqs
Kopli Köök,Restaurant,,4.7,148,$$,Open,Marati tn 5,11712,Tallinn,+372 5688 3665,https://koplikook.ee/,Mon 11:00-16:00; Tue 11:00-16:00; Wed 11:00-16:00; Thu 11:00-16:00; Fri 11:00-16:00; Sat 11:00-16:00; Sun 11:00-16:00,,59.456150,24.673751,https://maps.google.com/?cid=6433618928510780000,ChIJIU_oIs-TkkYRYEIdJlTOSFk
Pekingi Part Restoran,Chinese Restaurant,Chinese,4.7,143,$$,Open,Tartu mnt 32,10115,Tallinn,+372 5594 0612,http://beijingrestoran.com/,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,Chinese Restaurant,59.431358,24.766966,https://maps.google.com/?cid=15089052349848211535,ChIJEQomJgCVkkYRT9D5vSoVZ9E
BurgerBros Tallinn,Fast Food Restaurant,,4.7,137,$,Open,Pärnu mnt. 80,10131,Tallinn,+372 5566 2316,,Mon 11:00-20:30; Tue 11:00-20:30; Wed 11:00-20:30; Thu 11:00-20:30; Fri 12:00-23:30; Sat 12:00-23:30; Sun 11:00-20:30,Fast Food Restaurant,59.423505,24.742014,https://maps.google.com/?cid=4935231813902814053,ChIJ30ug0WOVkkYRZUvizy93fUQ
Thai Stop,Thai Restaurant,Thai,4.7,133,$$,Open,Koidu tn 108,10139,Tallinn,+372 5664 8575,https://thaistop.netlify.app/,Mon 12:00-21:00; Tue 12:00-21:00; Wed 12:00-21:00; Thu 12:00-21:00; Fri 12:00-21:00; Sat 12:00-20:00; Sun 12:00-20:00,Thai Restaurant,59.422173,24.736708,https://maps.google.com/?cid=15279684945589107736,ChIJBdv9JzCVkkYRGPy4tYBYDNQ
Nautilus Oyster Bar,Seafood Restaurant,Seafood,4.7,129,,Open,Laeva tn 1,10111,Tallinn,+372 5780 7777,https://thenautilus.ee/,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun 12:00-23:00,Seafood Restaurant; Oyster Bar Restaurant; Bar,59.441096,24.757969,https://maps.google.com/?cid=4307584226131517369,ChIJ13_M7OuTkkYRuR-l9gedxzs
MEIE GRUUSIA BALTI JAAMA TURG,Eastern European Restaurant,Eastern European,4.7,121,$,Open,"Balti Jaama Turg, Kopli tn 1",10412,Tallinn,+372 5550 9192,https://www.meiegruusia.ee/,Mon 09:00-19:00; Tue 09:00-19:00; Wed 09:00-19:00; Thu 09:00-19:00; Fri 09:00-19:00; Sat 09:00-19:00; Sun 09:00-17:00,Eastern European Restaurant; European Restaurant,59.441046,24.736253,https://maps.google.com/?cid=323428070872670458,ChIJidAojySTkkYR-mDB6h0MfQQ
Süüria Kebab,Asian Restaurant,Asian,4.7,119,$,Open,Tatari tn 42,10134,Tallinn,+372 5823 9047,,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 14:00-22:00; Sat 12:00-22:00; Sun 12:00-19:30,Asian Restaurant,59.427939,24.750168,https://maps.google.com/?cid=6483638686595109069,ChIJezZPNwCVkkYRzVB7ngiD-lk
Borsch & Varenyk Toompea,Ukrainian Restaurant,Ukrainian,4.7,117,$$,Open,Falgi tee 3-1,10613,Tallinn,+372 5757 1015,https://www.borschvarenyk.ee/,Mon 12:00-23:00; Tue 12:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-00:00; Sat 11:00-00:00; Sun 11:00-23:00,Ukrainian Restaurant; Eastern European Restaurant; European Restaurant,59.434722,24.733626,https://maps.google.com/?cid=9134002632372884498,ChIJobCTtmCVkkYREpQRCAB_wn4
Kaja Pizza Köök Punane Uks,Pizza Restaurant,Pizza,4.7,100,$$,Open,Rahumäe tee 27,11614,Tallinn,+372 5648 0114,https://kajapizza.ee/,Mon 12:00-20:00; Tue 12:00-20:00; Wed 12:00-20:00; Thu 12:00-20:00; Fri 12:00-20:00; Sat 12:00-20:00; Sun 12:00-20:00,Pizza Restaurant,59.388832,24.702973,https://maps.google.com/?cid=2971744877027544868,ChIJ070a_ZGVkkYRJE9QfjjCPSk
Ame Restaurant,Restaurant,,4.7,86,,Open,Nunne tn 14,10133,Tallinn,+372 677 6776,http://www.amerestoran.ee/,"Mon 07:00-11:00, 12:00-23:00; Tue 07:00-11:00, 12:00-23:00; Wed 07:00-11:00, 12:00-23:00; Thu 07:00-11:00, 12:00-23:00; Fri 07:00-11:00, 12:00-23:00; Sat 07:00-11:00, 12:00-23:00; Sun closed",,59.438908,24.742288,https://maps.google.com/?cid=4322114836112957417,ChIJ_7Jwi5CTkkYR6V_1PIs8-zs
Retro Burger,Fast Food Restaurant,,4.7,80,$,Temporarily closed,Puhangu tänav 71,10311,Tallinn,+372 565 4560,https://instagram.com/retroburgertallinn,,Fast Food Restaurant,59.443941,24.693943,https://maps.google.com/?cid=12042893053775782954,ChIJPemDmdyVkkYRKiRTKm3zIKc
Ramen Rush,Ramen Restaurant,Japanese,4.7,78,$,Open,Narva mnt 7,10117,Tallinn,+372 518 9884,,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,Ramen Restaurant; Fast Food Restaurant; Asian Restaurant; Japanese Restaurant,59.437441,24.759900,https://maps.google.com/?cid=10462996462213652646,ChIJ870_wcOTkkYRpuBp2NgHNJE
Raba kohvik,Restaurant,,4.7,75,$$,Open,Kopli tn 68a,10412,Tallinn,+372 5887 3324,http://www.rabakohvik.ee/,Mon 10:00-15:00; Tue 10:00-15:00; Wed 10:00-15:00; Thu 10:00-15:00; Fri 10:00-15:00; Sat closed; Sun closed,,59.445496,24.721254,https://maps.google.com/?cid=13845609067073036666,ChIJkSbti72VkkYReuHQ3RZ8JcA
Lahe kohvik,Caterer,,4.7,70,,Temporarily closed,Purje tn 8,11911,Tallinn,+372 639 8014,https://lahekohvik.ee/,,Catering Service; Food Delivery; Home Goods Store; Service,59.465442,24.826139,https://maps.google.com/?cid=1187313768207959355,ChIJk8hK5yuTkkYRO0X33pQvehA
Vesipapi Buffet,Restaurant,,4.7,68,$,Open,Vesipapi tn 4,10620,Tallinn,,https://www.facebook.com/profile.php?id=100087639377872,Mon 08:00-15:00; Tue 08:00-15:00; Wed 08:00-15:00; Thu 08:00-15:00; Fri 08:00-15:00; Sat closed; Sun closed,Brunch Restaurant,59.415353,24.692740,https://maps.google.com/?cid=9242558340034333373,ChIJ7dW-Jr6VkkYRvQqSUdcpRIA
LillGreen,Restaurant,,4.7,64,$$,Open,Roosikrantsi tn 2,10119,Tallinn,+372 611 0556,,Mon 08:00-16:00; Tue 08:00-16:00; Wed 08:00-16:00; Thu 08:00-16:00; Fri 08:00-16:00; Sat closed; Sun closed,,59.432358,24.743000,https://maps.google.com/?cid=14346423260518067629,ChIJWR2RnJ6UkkYRra2U4PG7GMc
Turg resto Nõmme,Hamburger Restaurant,Hawaiian,4.7,62,$$,Open,Turu plats 8,11614,Tallinn,+372 5551 5072,https://turg-resto.choiceqr.com/,Mon 10:00-18:00; Tue 10:00-18:00; Wed 10:00-18:00; Thu 10:00-18:00; Fri 10:00-18:00; Sat 10:00-18:00; Sun 10:00-17:00,Hamburger Restaurant; Hawaiian Restaurant; American Restaurant,59.389020,24.684665,https://maps.google.com/?cid=9180684118050506260,ChIJSR3GF9uVkkYRFIZ4Y5BXaH8
Nirvana Resto&Bar,Restaurant,,4.7,57,$$,Open,Vana-Viru tn 10,10111,Tallinn,+372 5848 6458,https://nirvana.ee/,Mon 11:00-00:00; Tue 11:00-00:00; Wed 11:00-00:00; Thu 11:00-00:00; Fri 11:00-02:00; Sat 11:00-02:00; Sun 11:00-00:00,,59.437244,24.750799,https://maps.google.com/?cid=13193588201685387309,ChIJ8br7cLqTkkYRLQg-GpEKGbc
BLU Resto,Restaurant,,4.7,54,$$,Open,Kalaranna tn 8-21,10415,Tallinn,+372 5440 0286,http://www.bluresto.ee/,Mon closed; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 11:00-23:00; Sun 11:00-21:00,,59.447853,24.746815,https://maps.google.com/?cid=18013697661302183816,ChIJy-u7qHuTkkYRiJczEZWC_fk
Sushi 7 Telliskivi,Asian Restaurant,Asian,4.7,48,$,Open,Telliskivi tn 2,10611,Tallinn,,https://sushi7.ee/,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,Asian Restaurant,59.433330,24.718229,https://maps.google.com/?cid=3486889933446149345,ChIJG_PwQqyVkkYR4XTxjevrYzA
Azerbaijan Šašlõkk,Middle Eastern Restaurant,Middle Eastern,4.7,46,$$,Open,Telliskivi tn 62,10412,Tallinn,+372 5810 2434,,Mon 10:30-22:30; Tue 10:30-22:30; Wed 10:30-22:30; Thu 10:30-22:30; Fri 10:30-22:30; Sat 10:30-22:30; Sun 10:30-22:30,Middle Eastern Restaurant; Eastern European Restaurant; European Restaurant,59.440550,24.730455,https://maps.google.com/?cid=17812875805172545426,ChIJjYshpN-TkkYRkrd1CysMNPc
Pepper Mill Cafe,Restaurant,,4.7,38,$,Open,Mäealuse tn 12,12618,Tallinn,+372 5813 0211,https://www.facebook.com/pipraveski.kohvik,"Mon 10:00-15:30; Tue 10:00-15:30; Wed 10:00-15:30, 16:00-21:30; Thu 10:00-15:30, 16:00-21:30; Fri 10:00-15:30, 16:00-21:30; Sat 12:00-22:00; Sun 12:00-22:00",,59.398691,24.648745,https://maps.google.com/?cid=9634784775887514217,ChIJRzS82N2VkkYRaeod1rShtYU
12 Tooli Cafe,Dessert Restaurant,,4.7,37,$$,Open,Odra tn 8,10144,Tallinn,,,Mon 10:00-18:00; Tue 10:00-18:00; Wed 10:00-18:00; Thu 10:00-18:00; Fri 10:00-18:00; Sat closed; Sun closed,Dessert Restaurant,59.427887,24.773237,https://maps.google.com/?cid=17715763137253859934,ChIJdaFAKt-VkkYRXuL5ELYI2_U
Bubblebirds Chicken Shop,Fast Food Restaurant,,4.7,35,$,Open,Kopli tn 1,10412,Tallinn,+372 5560 5290,https://www.lesmentbros.com/bubblebirds-chicken-shop,Mon 12:00-20:00; Tue 12:00-20:00; Wed 12:00-20:00; Thu 12:00-20:00; Fri 12:00-20:00; Sat 12:00-20:00; Sun 12:00-18:00,Fast Food Restaurant,59.441085,24.735228,https://maps.google.com/?cid=3152042141867421101,ChIJ4x0iKb-TkkYRra0Rt6BNvis
Lille Pagariäri,Bakery,,4.7,28,$,Open,Tehnika tn 35,10149,Tallinn,+372 5301 1946,http://lillepagar.ee/,Mon closed; Tue 08:00-16:00; Wed 08:00-16:00; Thu 08:00-16:00; Fri 08:00-16:00; Sat 09:00-15:00; Sun 09:00-15:00,Bakery; Breakfast Restaurant; Food Store,59.433805,24.724112,https://maps.google.com/?cid=6695261157150073165,ChIJr0w-kz2VkkYRTaFmpoxY6lw
Pub Kompressor,Restaurant,,4.6,8627,$$,Open,Rataskaevu tn 3,10123,Tallinn,+372 646 4210,http://kompressorpub.ee/,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,,59.437393,24.743207,https://maps.google.com/?cid=17166080864845768378,ChIJRyaVZWKTkkYRuibDxpgrOu4
Kamikadze Restaurant,European Restaurant,European,4.6,3114,$$,Open,Mustamäe tee 31,10616,Tallinn,+372 657 2377,http://www.kamikadze.ee/,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-00:00; Sat 11:00-00:00; Sun 11:00-23:00,European Restaurant; Banquet Hall; Bar; Event Venue,59.424191,24.700723,https://maps.google.com/?cid=13429452926513507610,ChIJhW4WcIqUkkYRGu2qzEgAX7o
Texas Cantina,Tex-Mex Restaurant,Mexican,4.6,2992,$$,Open,Pikk tn 45,10133,Tallinn,+372 631 1755,http://www.texas.ee/,Mon 16:00-23:00; Tue 16:00-23:00; Wed 16:00-23:00; Thu 16:00-23:00; Fri 16:00-23:00; Sat 12:00-23:00; Sun 12:00-23:00,Tex Mex Restaurant; American Restaurant,59.439815,24.746940,https://maps.google.com/?cid=6078949970210007264,ChIJVZfruGOTkkYR4Ci9TcrEXFQ
Grenka,Cafe,,4.6,2986,$$,Open,Pärnu mnt. 76,10131,Tallinn,+372 655 5514,https://www.grenka.ee/,Mon 09:00-20:00; Tue 09:00-20:00; Wed 09:00-20:00; Thu 09:00-21:00; Fri 09:00-21:00; Sat 09:00-21:00; Sun 09:00-18:00,Cafe,59.423896,24.742162,https://maps.google.com/?cid=7516762293709161823,ChIJcezlipeUkkYRX8WVCXvnUGg
Shaurma Kebab Punane,Turkish Restaurant,Middle Eastern,4.6,2617,$,Open,Punane 37a,13611,Tallinn,+372 5699 1933,https://shaurmakebab.ee/et,Mon 00:00-24:00; Tue 00:00-24:00; Wed 00:00-24:00; Thu 00:00-24:00; Fri 00:00-24:00; Sat 00:00-24:00; Sun 00:00-24:00,Turkish Restaurant; Fast Food Restaurant; Middle Eastern Restaurant,59.433546,24.827319,https://maps.google.com/?cid=18232235636773649194,ChIJ84z_6rrskkYRKnscj7bpBf0
Chakra,Indian Restaurant,Indian,4.6,2561,$$,Open,Bremeni käik 1,10123,Tallinn,+372 641 2615,http://www.chakra.ee/,Mon 12:00-22:30; Tue 12:00-22:30; Wed 12:00-22:30; Thu 12:00-22:30; Fri 12:00-23:00; Sat 12:00-23:00; Sun 13:00-22:30,Indian Restaurant; Vegan Restaurant; Halal Restaurant; Vegetarian Restaurant,59.439357,24.749388,https://maps.google.com/?cid=17524943801077446822,ChIJ36bd22OTkkYRprjnM4kbNfM
Restaurant Moon,Eastern European Restaurant,Eastern European,4.6,2396,$$,Open,Telliskivi tn 60-4,10412,Tallinn,+372 631 4575,http://www.restoranmoon.ee/,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun 13:00-21:00,Eastern European Restaurant; European Restaurant,59.439668,24.731866,https://maps.google.com/?cid=347069091441607175,ChIJwZYTGWWTkkYRBwLl838J0QQ
Põhjala Brewery & Tap Room,Brewery,Barbecue,4.6,1877,,Open,Peetri tn 5,10415,Tallinn,+372 5666 2800,https://pohjalabeer.com/taproom,Mon closed; Tue 12:00-00:00; Wed 12:00-00:00; Thu 12:00-00:00; Fri 12:00-01:00; Sat 12:00-01:00; Sun 10:00-17:00,Brewery; Barbecue Restaurant; Manufacturer; Service,59.450270,24.727208,https://maps.google.com/?cid=483900591713668356,ChIJ-X-2JUyTkkYRBM2xOwYptwY
La Prima Vanalinn,Restaurant,Pizza,4.6,1739,$$,Open,Müürivahe 2,10130,Tallinn,+372 5631 3363,https://laprima.restaurant/vanalinn,Mon 08:00-23:00; Tue 08:00-23:00; Wed 08:00-23:00; Thu 08:00-23:00; Fri 08:00-01:00; Sat 08:00-01:00; Sun 08:00-22:00,Winery; Pizza Restaurant; Farm; Manufacturer; Service,59.434687,24.743792,https://maps.google.com/?cid=4737530060030287412,ChIJYfJlq1uVkkYRNB7XNH0Wv0E
Tondi Resto - Grill & BBQ,Restaurant,,4.6,1718,$$,Open,A. H. Tammsaare tee 62-1,11316,Tallinn,+372 5918 0000,https://www.tondiresto.ee/,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 12:00-23:00; Sun 12:00-21:00,,59.403158,24.714915,https://maps.google.com/?cid=1194084356787352386,ChIJV4-5X-aUkkYRQjMpXmU9khA
Farm,European Restaurant,Nordic,4.6,1580,$$$,Open,Müürivahe 27b,10140,Tallinn,+372 5482 0333,http://restaurant.farm/,Mon 17:00-22:00; Tue 17:00-22:00; Wed 17:00-22:00; Thu 17:00-22:00; Fri 17:00-23:00; Sat 15:00-23:00; Sun 15:00-22:00,European Restaurant; Scandinavian Restaurant; Eastern European Restaurant,59.436968,24.749352,https://maps.google.com/?cid=3471183231361707492,ChIJJzA8kmGTkkYR5G2b_8EeLDA
Restaurant & Bar Kolm Sibulat,Restaurant,,4.6,1546,$$,Open,Maakri tn 19-1,10145,Tallinn,+372 664 4055,http://www.kolmsibulat.eu/,Mon 11:30-23:00; Tue 11:30-23:00; Wed 11:30-23:00; Thu 11:30-23:00; Fri 11:30-23:00; Sat 13:00-23:00; Sun closed,Bar,59.433489,24.759787,https://maps.google.com/?cid=12091364887746001412,ChIJd88NlIaUkkYRBDq7d00ozac
Lee Brasserie,French Restaurant,French,4.6,1476,$$$$,Open,Uus tn 31,10111,Tallinn,+372 5304 3562,https://leebrasserie.ee/,Mon closed; Tue 18:00-23:00; Wed 18:00-23:00; Thu 18:00-23:00; Fri 18:00-23:00; Sat 18:00-23:00; Sun closed,French Restaurant; European Restaurant,59.441181,24.749294,https://maps.google.com/?cid=17170890643459361745,ChIJR7Jb9mOTkkYR0Ut5oBBCS-4
Kohalik,Restaurant,,4.6,1441,$$,Open,Manufaktuuri t. 4-1,10323,Tallinn,+372 5663 6996,http://kohalik.ee/,Mon 11:30-21:00; Tue 11:30-21:00; Wed 11:30-21:00; Thu 11:30-21:00; Fri 11:30-21:00; Sat 11:30-21:00; Sun 11:30-21:00,Coffee Shop; Food Store; Cafe,59.451770,24.706141,https://maps.google.com/?cid=6189631116220127987,ChIJ2Uc6xpCUkkYR81oBxbT85VU
Villa Thai,Thai Restaurant,Thai,4.6,1395,$$,Open,J. Vilmsi tn 6,10126,Tallinn,+372 641 9347,http://www.villathai.ee/,Mon 11:30-23:00; Tue 11:30-23:00; Wed 11:30-23:00; Thu 11:30-23:00; Fri 11:30-23:00; Sat 12:00-23:00; Sun 12:00-21:00,Thai Restaurant; Indian Restaurant,59.438219,24.774622,https://maps.google.com/?cid=10957950053340301177,ChIJ6aWPvVuTkkYReUfSC4R1Epg
Restoran Pull,Restaurant,,4.6,1364,$$$,Open,Rotermanni 2 Hobujaama ja Ahtri tn nurgal,10111,Tallinn,+372 5382 5000,http://www.pull.ee/,Mon 11:30-23:00; Tue 11:30-23:00; Wed 11:30-23:00; Thu 11:30-23:00; Fri 11:30-23:00; Sat 14:00-23:00; Sun closed,,59.439369,24.758658,https://maps.google.com/?cid=15895217350700330662,ChIJMZTPSmeTkkYRpm4eyPYnl9w
Restoran Gianni,Italian Restaurant,Italian,4.6,1328,$$$,Open,Jõe tn 4a,10151,Tallinn,+372 5770 3161,http://www.gianni.ee/,Mon 08:00-23:00; Tue 08:00-23:00; Wed 08:00-23:00; Thu 08:00-23:00; Fri 08:00-23:00; Sat 09:00-23:00; Sun 10:00-22:00,Italian Restaurant; European Restaurant,59.439023,24.764416,https://maps.google.com/?cid=14571557869590138861,ChIJTdH_2l2TkkYR7c_30K2SOMo
Kalevi Jahtklubi resto,Restaurant,,4.6,1317,$$,Open,"17 Pirita tee Tallinn Eesti Vabariik, Pirita tee 17",11911,Tallinn,+372 623 9158,http://www.jahtklubiresto.ee/,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 12:00-22:00,,59.465407,24.830030,https://maps.google.com/?cid=11079344178317514391,ChIJh_qn-yqTkkYRl1boTNS8wZk
Ginger Toompuiestee,Asian Restaurant,Indian,4.6,1315,$$,Open,Toompuiestee 29,10149,Tallinn,+372 656 6661,http://www.gingercafe.ee/,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 12:00-22:00; Sun 12:00-21:00,Asian Restaurant; Indian Restaurant,59.436368,24.732449,https://maps.google.com/?cid=9878803791112565540,ChIJ1V1EwoKUkkYRJPMLN7WPGIk
Uulits,Hamburger Restaurant,American,4.6,1226,$$,Open,Kadaka tee 135a,12915,Tallinn,+372 5300 8963,http://www.uulits.ee/,Mon 11:30-21:00; Tue 11:30-22:00; Wed 11:30-22:00; Thu 11:30-22:00; Fri 11:30-22:30; Sat 11:30-22:30; Sun 11:30-21:00,Hamburger Restaurant; Fast Food Restaurant; American Restaurant,59.411992,24.668064,https://maps.google.com/?cid=10260425144606410974,ChIJBa_DUVCUkkYR3kjAlE5aZI4
Ülo,Restaurant,,4.6,1127,$$,Open,Kopli tn 16,10412,Tallinn,+372 605 0052,https://www.ulo.ee/,Mon 17:00-23:00; Tue 17:00-23:00; Wed 17:00-23:00; Thu 17:00-23:00; Fri 17:00-00:00; Sat 12:00-00:00; Sun 12:00-22:00,,59.441821,24.732947,https://maps.google.com/?cid=13985381293017881167,ChIJNedHAEiTkkYRT1q5MjAOFsI
Antalya Restaurant,Turkish Restaurant,Turkish,4.6,1038,$$,Open,Nõmme tee 7,11315,Tallinn,+372 655 3316,http://www.antalya.ee/,Mon 12:00-22:30; Tue 12:00-22:30; Wed 12:00-22:30; Thu 12:00-22:30; Fri 12:00-23:30; Sat 12:00-23:30; Sun 12:00-22:30,Turkish Restaurant; Mediterranean Restaurant; European Restaurant,59.421087,24.724344,https://maps.google.com/?cid=7754124517584804012,ChIJf4FaLJKUkkYRrBjKZiovnGs
Mon Repos,Restaurant,,4.6,1020,$$$,Open,Narva mnt 92,10127,Tallinn,+372 507 0273,http://www.monrepos.ee/,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun 11:00-22:00,,59.440569,24.787477,https://maps.google.com/?cid=10783910973442620133,ChIJczY970-TkkYR5fp7DeUlqJU
Repa Restoran,Eastern European Restaurant,Eastern European,4.6,996,$$,Open,Suur-Sõjamäe tn 4,11415,Tallinn,+372 600 1060,https://www.repa.ee/,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-21:00; Sat 11:00-21:00; Sun 11:00-19:00,Eastern European Restaurant; European Restaurant,59.421597,24.792253,https://maps.google.com/?cid=8679668005488555978,ChIJSa6lRjrrkkYRyvd3axBgdHg
Burger Box,Hamburger Restaurant,American,4.6,960,$$,Open,Kopli tn 4a,10412,Tallinn,+372 5800 6780,https://www.facebook.com/burgerboxbox/,Mon 15:00-01:00; Tue 15:00-01:00; Wed 15:00-01:00; Thu 15:00-01:00; Fri 15:00-03:00; Sat 15:00-03:00; Sun 15:00-01:00,Hamburger Restaurant; American Restaurant; Bar,59.441325,24.736872,https://maps.google.com/?cid=2426437045797689021,ChIJWbJy5nyTkkYRvZaeKKNvrCE
Dodo Pizza,Pizza Restaurant,Pizza,4.6,893,$$,Open,Sõpruse pst 211a,13422,Tallinn,+372 629 9209,https://www.dodopizza.ee/,Mon 09:00-00:00; Tue 09:00-00:00; Wed 09:00-00:00; Thu 09:00-00:00; Fri 09:00-02:00; Sat 10:00-02:00; Sun 10:00-00:00,Pizza Restaurant,59.399965,24.693625,https://maps.google.com/?cid=17382849448303589881,ChIJc924RwyVkkYR-fk6lnlJPPE
Guru Restoran,Indian Restaurant,Indian,4.6,856,$$,Open,Aia 10A,10111,Tallinn,+372 611 8018,https://restoranguru.ee/,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 13:00-22:00,Indian Restaurant,59.438516,24.751469,https://maps.google.com/?cid=5492350213533689538,ChIJ2dpQq5KTkkYRwma3Y2u_OEw
7Ürti Resto,Restaurant,,4.6,813,$$,Open,J. Vilmsi tn 45,10126,Tallinn,+372 772 6277,http://www.7urti.ee/,Mon closed; Tue closed; Wed 10:00-21:00; Thu 10:00-22:00; Fri 10:00-22:00; Sat 12:00-22:00; Sun 13:00-20:00,,59.433414,24.778545,https://maps.google.com/?cid=12304344963022965066,ChIJ17ZeYVeTkkYRSsnZeo3Qwao
Paju Villa,Restaurant,European,4.6,805,$$$,Open,Vabaduse pst 88,11617,Tallinn,+372 507 6242,http://pajuvilla.ee/,Mon closed; Tue closed; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun closed,Fine Dining Restaurant; Wedding Venue; European Restaurant; Event Venue; Service,59.377982,24.686095,https://maps.google.com/?cid=12349388652674351952,ChIJP23qcRSVkkYRUAPlu4zXYas
